State,Keyword,Match type,Status,Suggested bid (low)(USD),Suggested bid (median)(USD),Suggested bid (high)(USD),Keyword bid(USD),Impressions,Clicks,CTR(%),Spend(USD),CPC(USD),Orders,Sales(USD),ACoS(%)
ENABLED,shopkins lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.66,0.75,0.75,9,0,0.0,0.00,0.00,0,0.00,
ENABLED,thermal insulation lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.94,0.75,9,0,0.0,0.00,0.00,0,0.00,
ENABLED,food bag for work,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.65,1.10,0.75,9,0,0.0,0.00,0.00,0,0.00,
ENABLED,jaxx lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,1.50,0.75,9,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal prep cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.60,0.94,2.50,0.75,9,0,0.0,0.00,0.00,0,0.00,
ENABLED,large insulated cooler bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.75,1.99,0.75,9,0,0.0,0.00,0.00,0,0.00,
ENABLED,teen lunch box,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.48,0.60,0.75,9,0,0.0,0.00,0.00,0,0.00,
ENABLED,zaza lunch tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.84,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,freeze lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.59,0.75,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,mens lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.62,0.62,0.75,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunch box cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.88,0.93,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,packit freezable lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.56,0.60,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch tote men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.52,0.75,0.88,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bags cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,mens lunch pale,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,1.05,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,small insulated lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.51,0.69,0.80,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunch bag thermos,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,0.83,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,bento box lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.67,0.98,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,6 can cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.60,0.75,0.75,8,0,0.0,0.00,0.00,0,0.00,
ENABLED,food cooler,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.56,1.03,0.50,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,thermos insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.69,0.75,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,professional lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.56,0.69,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,arctic zone lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.80,1.50,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,pack it lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.65,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,lavington insulated cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,1.00,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box large,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.59,0.76,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,black insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.54,0.69,0.80,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,byo lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.71,0.75,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,kid insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box with lock,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.65,0.75,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,loncheras para comida adultos,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.28,0.40,0.53,0.75,7,0,0.0,0.00,0.00,0,0.00,
ENABLED,cold lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.66,0.75,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,tote bags for men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.81,1.14,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box black,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.75,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,thermal lunch box kids,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.68,0.75,1.05,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,cotton lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.59,0.75,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box hard liner,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.70,0.75,0.75,6,1,16.666666666666664,0.59,0.59,0,0.00,
ENABLED,bag box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,1.00,1.00,1.70,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag long strap,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.68,0.75,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,square lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.75,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag waterproof,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.50,0.75,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,2 compartment lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.56,0.75,0.75,6,0,0.0,0.00,0.00,0,0.00,
ENABLED,pioneer woman lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.52,0.70,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,thermos lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.50,0.75,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bags large,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.50,0.75,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,rubbermaid lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.26,0.50,0.58,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bags for teens,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.90,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box cooler packs,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.70,0.92,0.98,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,tall insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.81,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,portion control lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.51,0.55,0.75,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,carhartt lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.55,0.65,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,easy lunchboxes cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,1.05,1.10,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag with lock,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.64,0.75,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,food prep cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,0.75,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box heavy duty,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,0.75,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,hard shell lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.75,0.75,5,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch pale for women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.75,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,best kids lunch boxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.67,0.75,0.95,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,yeti lunch bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.48,0.56,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,carhartt lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.75,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,high school lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.66,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal management bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.88,1.50,1.50,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag slim,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,leak proof lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.56,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag girl,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,cello lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.59,0.78,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,rugged lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.75,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,large lunch boxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.50,0.59,0.50,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,bento box cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.69,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,igloo lunch box kids,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.51,0.68,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box slim,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.75,1.20,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,easy lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.63,0.63,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,two compartment lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.68,0.75,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,bento box with bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.82,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler pouch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.60,0.70,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,cooler boxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.69,0.75,0.76,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,boys lunch kit,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.54,0.75,4,0,0.0,0.00,0.00,0,0.00,
ENABLED,briefcase lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.75,0.83,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunchbox for girl,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.50,0.69,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag expandable,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.72,1.50,1.50,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,teen titans lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.50,0.66,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,stanley metal lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.56,0.78,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,plain lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.44,0.75,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,bags for lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,0.90,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,hard lined lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.55,0.75,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,food tote bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,1.00,2.00,3.25,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag hot food,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.75,0.75,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch for women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.62,0.75,0.90,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated thermos lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.52,0.83,1.00,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,carhartt cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,meir adult lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.34,0.55,0.69,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,stackable lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.68,1.05,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,compact lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.51,0.75,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,medium lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.56,0.75,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunch bag women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.62,0.75,1.39,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag reusable,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.80,1.46,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,metal lunchbox,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.32,0.42,0.66,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag red,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.80,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,nasa lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.79,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,milton insulated lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,1.00,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,rectangle lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,1.00,0.75,3,0,0.0,0.00,0.00,0,0.00,
ENABLED,hard case lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.58,0.63,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,shoulder strap lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.40,0.55,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated small bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.80,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,ice pack lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.80,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,planet lunchbox,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.25,0.42,0.50,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch packs,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.78,0.82,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal backpack,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.68,0.78,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box 2 compartments,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.59,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,box bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,1.13,1.81,2.50,0.20,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag thermal,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.75,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,women bag,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.29,0.75,1.38,0.10,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,bag with cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.64,0.75,0.79,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,keep cold bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.47,0.65,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,under armour cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch boxes women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.68,0.80,0.25,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,unichart lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.80,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,office lunch,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.53,0.69,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,food cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.56,0.65,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,ladies lunch bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.50,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,rubbermaid lunch,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.55,0.65,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,meal prep bags women,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,stitch lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.55,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,striped lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.39,0.50,0.67,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,kids lunch,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.35,0.48,0.65,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,keep leaf lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.65,0.80,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,monogrammed lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.68,0.80,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,small thermal lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.45,0.56,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box under armour,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.56,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,bolsa de almuerzo,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,big lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.56,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag kit,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.75,0.82,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,dual compartment cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.75,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.80,0.94,0.50,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,bento lunchbox,BROAD,TARGETING_CLAUSE_STATUS_LIVE,0.28,0.45,0.59,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,red insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.80,0.81,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag rubbermaid,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.56,0.69,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box vera bradley,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.59,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lifewit bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,,,,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,water proof lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.42,0.59,0.81,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,bb8 lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.48,0.59,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch ice,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.69,0.75,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,gym lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,1.00,0.75,2,0,0.0,0.00,0.00,0,0.00,
ENABLED,black neoprene lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.57,0.75,0.88,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.84,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box 12 can,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,1.00,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated bags small,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.53,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,collapsible bento box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.65,0.80,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,flat lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.56,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch boxes and bags,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.75,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,reusable lunch tote,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.59,0.65,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,hot lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag insulated men,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.69,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,box cooler,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.75,0.94,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,mens work lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.52,0.75,1.05,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,large adult lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.44,0.59,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,womens large lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,medium insulated lunch bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.69,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated boxes,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.63,0.63,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag with bottle,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.75,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch kit for boys,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.55,1.25,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,small thermal bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.47,0.64,0.81,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch coolers for work,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.55,0.75,0.90,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,thinkfit insulated lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.59,0.75,1.00,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch bag double compartment,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.46,0.68,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,lunch box igloo,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.50,0.55,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,boon lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.50,0.64,0.65,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,zipper cooler bag,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.65,0.65,0.75,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,heat up lunch box,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.41,0.45,0.55,0.75,1,0,0.0,0.00,0.00,0,0.00,
ENABLED,insulated bags for food,EXACT,TARGETING_CLAUSE_STATUS_LIVE,0.68,0.84,2.00,0.75,1,0,0.0,0.00,0.00,0,0.00,
